"name"|"anio"|"procurementMethod"|"tipo_proc"|"n_expedientes"|"n_contratos"|"monto_mxn"|"inst_pctn_monto"|"inst_pctn_contracts"
"Administración Portuaria Integral de Tampico, S.A. de C.V."|"2018"|"open"|"Licitación abierta"|8|8|87454512.45|59.6|34.78
"Administración Portuaria Integral de Tampico, S.A. de C.V."|"2018"|"selective"|"Invitación a 3 o más"|3|3|3798653.5383|2.59|13.04
"Administración Portuaria Integral de Tampico, S.A. de C.V."|"2019"|"direct"|"Adjudicación directa"|16|16|10476071.34|11.65|59.26
"Administración Portuaria Integral de Tampico, S.A. de C.V."|"2019"|"open"|"Licitación abierta"|5|5|74007193.0912|82.33|18.52
"Administración Portuaria Integral de Tampico, S.A. de C.V."|"2019"|"selective"|"Invitación a 3 o más"|6|6|5409954.7785|6.02|22.22
"Administración Portuaria Integral de Tampico, S.A. de C.V."|"2020"|"direct"|"Adjudicación directa"|10|10|2951893.0485|3.24|35.71
"Administración Portuaria Integral de Tampico, S.A. de C.V."|"2020"|"open"|"Licitación abierta"|12|12|31755318.892|34.82|42.86
"Administración Portuaria Integral de Tampico, S.A. de C.V."|"2020"|"selective"|"Invitación a 3 o más"|6|6|56492662.98|61.94|21.43
"Administración Portuaria Integral de Tampico, S.A. de C.V."|"2021"|"direct"|"Adjudicación directa"|22|22|4301788.37|2.34|57.89
"Administración Portuaria Integral de Tampico, S.A. de C.V."|"2021"|"open"|"Licitación abierta"|11|11|169316676.0874|91.98|28.95
"Administración Portuaria Integral de Tampico, S.A. de C.V."|"2021"|"selective"|"Invitación a 3 o más"|5|5|10460058.559999999|5.68|13.16
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2017"|"direct"|"Adjudicación directa"|8|8|15353794.719999999|88.78|88.89
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2017"|"open"|"Licitación abierta"|1|1|1940840|11.22|11.11
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2018"|"direct"|"Adjudicación directa"|43|43|10234613.69|6.01|89.58
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2018"|"open"|"Licitación abierta"|4|4|156303281.27|91.82|8.33
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2018"|"selective"|"Invitación a 3 o más"|1|1|3688108.86|2.17|2.08
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2019"|"direct"|"Adjudicación directa"|28|28|5696624.67|2.04|65.12
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2019"|"open"|"Licitación abierta"|3|3|233433464.11|83.41|6.98
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2019"|"selective"|"Invitación a 3 o más"|12|12|40726320.53|14.55|27.91
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2020"|"direct"|"Adjudicación directa"|11|11|2760165.86|35.03|61.11
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2020"|"open"|"Licitación abierta"|4|5|2812443.24|35.69|27.78
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2020"|"selective"|"Invitación a 3 o más"|2|2|2306721.88|29.28|11.11
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2021"|"direct"|"Adjudicación directa"|20|20|11092143.9927|14.02|80
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2021"|"open"|"Licitación abierta"|3|3|66665763.8|84.28|12
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2021"|"selective"|"Invitación a 3 o más"|2|2|1344990.74|1.7|8
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|2|2|1064400|15.53|66.67
"Administración Portuaria Integral de Topolobampo, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|1|1|5791106.16|84.47|33.33
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2017"|"direct"|"Adjudicación directa"|2|2|3328503.32|5.31|14.29
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2017"|"open"|"Licitación abierta"|5|6|48555410.56|77.49|42.86
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2017"|"selective"|"Invitación a 3 o más"|6|6|10779375.68|17.2|42.86
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2018"|"direct"|"Adjudicación directa"|54|54|14027201.78|12.55|79.41
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2018"|"framework"|"Contrato marco"|1|1|314312|0.28|1.47
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2018"|"open"|"Licitación abierta"|4|4|83386170.16|74.61|5.88
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2018"|"selective"|"Invitación a 3 o más"|9|9|14039385.59|12.56|13.24
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2019"|"direct"|"Adjudicación directa"|64|64|46378523.0437|32.75|72.73
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2019"|"framework"|"Contrato marco"|1|1|1126650|0.8|1.14
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2019"|"open"|"Licitación abierta"|6|6|64458669.160000004|45.51|6.82
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2019"|"selective"|"Invitación a 3 o más"|17|17|29662984.76|20.94|19.32
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2020"|"direct"|"Adjudicación directa"|20|20|8855743.3|11.72|68.97
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2020"|"open"|"Licitación abierta"|6|6|65361331.849999994|86.48|20.69
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2020"|"selective"|"Invitación a 3 o más"|3|3|1360459|1.8|10.34
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2021"|"direct"|"Adjudicación directa"|22|22|7674568.54|5|41.51
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2021"|"framework"|"Contrato marco"|4|4|10411370.379999999|6.78|7.55
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2021"|"open"|"Licitación abierta"|16|16|125426542.66|81.73|30.19
"Administración Portuaria Integral de Tuxpan, S.A. de C.V."|"2021"|"selective"|"Invitación a 3 o más"|11|11|9951265.93|6.48|20.75
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2017"|"direct"|"Adjudicación directa"|21|21|985453944.94436|79.32|36.21
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2017"|"open"|"Licitación abierta"|13|13|129474090.24|10.42|22.41
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2017"|"selective"|"Invitación a 3 o más"|24|24|127379079.58|10.25|41.38
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2018"|"direct"|"Adjudicación directa"|577|577|748335078.45|31.99|78.5
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2018"|"framework"|"Contrato marco"|1|1|1883541.7|0.08|0.14
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2018"|"open"|"Licitación abierta"|17|17|713949773.51|30.52|2.31
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2018"|"selective"|"Invitación a 3 o más"|140|140|874790714.15|37.4|19.05
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2019"|"direct"|"Adjudicación directa"|306|307|116307751.96942|15|79.95
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2019"|"open"|"Licitación abierta"|10|10|232541310.57|30|2.6
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2019"|"selective"|"Invitación a 3 o más"|67|67|426301941.2|55|17.45
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2020"|"direct"|"Adjudicación directa"|268|269|129135733.78558|18.28|84.86
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2020"|"framework"|"Contrato marco"|2|3|8756622.6|1.24|0.95
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2020"|"open"|"Licitación abierta"|13|13|303546421.41607|42.98|4.1
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2020"|"selective"|"Invitación a 3 o más"|32|32|264870621.79|37.5|10.09
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2021"|"direct"|"Adjudicación directa"|103|103|114092611.7261|15.59|75.18
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2021"|"framework"|"Contrato marco"|1|1|279000|0.04|0.73
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2021"|"open"|"Licitación abierta"|18|19|570407480.9399999|77.94|13.87
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2021"|"selective"|"Invitación a 3 o más"|13|14|47106043.9|6.44|10.22
"Administración Portuaria Integral de Veracruz, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|15|15|74041136.5529|100|100
"Administración del Patrimonio de la Beneficencia Pública"|"2018"|"direct"|"Adjudicación directa"|6|6|348680.88|16.15|60
"Administración del Patrimonio de la Beneficencia Pública"|"2018"|"open"|"Licitación abierta"|1|1|1426850|66.08|10
"Administración del Patrimonio de la Beneficencia Pública"|"2018"|"selective"|"Invitación a 3 o más"|1|3|383712|17.77|30
"Administración del Patrimonio de la Beneficencia Pública"|"2019"|"direct"|"Adjudicación directa"|2|2|71350|0.6|66.67
"Administración del Patrimonio de la Beneficencia Pública"|"2019"|"open"|"Licitación abierta"|1|1|11725000|99.4|33.33
"Administración del Patrimonio de la Beneficencia Pública"|"2020"|"direct"|"Adjudicación directa"|1|1|25862.07|0.67|33.33
"Administración del Patrimonio de la Beneficencia Pública"|"2020"|"open"|"Licitación abierta"|1|2|3861600|99.33|66.67
"Administración del Patrimonio de la Beneficencia Pública"|"2021"|"open"|"Licitación abierta"|1|3|4270700|100|100
"Administración del Patrimonio de la Beneficencia Pública"|"2022"|"open"|"Licitación abierta"|1|1|4044000|100|100
"Administración del Sistema Portuario Nacional Altamira, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|5|5|2674378.17|0.27|15.15
"Administración del Sistema Portuario Nacional Altamira, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|28|28|978881177.88|99.73|84.85
"Administración del Sistema Portuario Nacional Dos Bocas, S.A. de C.V."|"2021"|"direct"|"Adjudicación directa"|18|18|1988361.6300000001|100|100
"Administración del Sistema Portuario Nacional Dos Bocas, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|21|23|17525875.02|17.41|62.16
"Administración del Sistema Portuario Nacional Dos Bocas, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|10|12|79041202.55|78.53|32.43
"Administración del Sistema Portuario Nacional Dos Bocas, S.A. de C.V."|"2022"|"selective"|"Invitación a 3 o más"|2|2|4084318.1999999997|4.06|5.41
"Administración del Sistema Portuario Nacional Ensenada, S.A. de C.V."|"2021"|"open"|"Licitación abierta"|1|1|29993356.57|100|100
"Administración del Sistema Portuario Nacional Ensenada, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|24|24|4900372.34|5.61|64.86
"Administración del Sistema Portuario Nacional Ensenada, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|8|9|76411465.19|87.42|24.32
"Administración del Sistema Portuario Nacional Ensenada, S.A. de C.V."|"2022"|"selective"|"Invitación a 3 o más"|4|4|6096328.04|6.97|10.81
"Administración del Sistema Portuario Nacional Guaymas, S.A. de C.V."|"2021"|"direct"|"Adjudicación directa"|1|1|73500|100|100
"Administración del Sistema Portuario Nacional Guaymas, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|38|38|7606275.8|5.81|77.55
"Administración del Sistema Portuario Nacional Guaymas, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|8|8|120562249.19|92.1|16.33
"Administración del Sistema Portuario Nacional Guaymas, S.A. de C.V."|"2022"|"selective"|"Invitación a 3 o más"|3|3|2732259.04|2.09|6.12
"Administración del Sistema Portuario Nacional Lázaro Cárdenas, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|202|202|72016284.02|4.6|83.13
"Administración del Sistema Portuario Nacional Lázaro Cárdenas, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|30|31|626978001.1998|40.02|12.76
"Administración del Sistema Portuario Nacional Lázaro Cárdenas, S.A. de C.V."|"2022"|"selective"|"Invitación a 3 o más"|10|10|867791535.89|55.39|4.12
"Administración del Sistema Portuario Nacional Lázaro Cárdenas, S.A. de C.V."|"2023"|"direct"|"Adjudicación directa"|17|17|4034423.3|100|100
"Administración del Sistema Portuario Nacional Manzanillo, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|213|214|85464637.45032799|76.26|96.83
"Administración del Sistema Portuario Nacional Manzanillo, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|6|6|24179455.58|21.58|2.71
"Administración del Sistema Portuario Nacional Manzanillo, S.A. de C.V."|"2022"|"selective"|"Invitación a 3 o más"|1|1|2419191.4|2.16|0.45
"Administración del Sistema Portuario Nacional Manzanillo, S.A. de C.V."|"2023"|"direct"|"Adjudicación directa"|5|5|422872.18|100|100
"Administración del Sistema Portuario Nacional Mazatlán, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|4|4|1801130.67|6.39|25
"Administración del Sistema Portuario Nacional Mazatlán, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|6|6|15256602.92|54.16|37.5
"Administración del Sistema Portuario Nacional Mazatlán, S.A. de C.V."|"2022"|"selective"|"Invitación a 3 o más"|6|6|11113624.88|39.45|37.5
"Administración del Sistema Portuario Nacional Progreso, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|50|54|12906044.17132|6.57|79.41
"Administración del Sistema Portuario Nacional Progreso, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|10|10|158313752.36|80.6|14.71
"Administración del Sistema Portuario Nacional Progreso, S.A. de C.V."|"2022"|"selective"|"Invitación a 3 o más"|4|4|25204530.09|12.83|5.88
"Administración del Sistema Portuario Nacional Progreso, S.A. de C.V."|"2023"|"direct"|"Adjudicación directa"|17|21|1373908.65|100|100
"Administración del Sistema Portuario Nacional Puerto Chiapas, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|26|27|11952891.46|56.3|81.82
"Administración del Sistema Portuario Nacional Puerto Chiapas, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|6|6|9279639.809999999|43.7|18.18
"Administración del Sistema Portuario Nacional Puerto Vallarta, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|6|6|851228.9400000001|2.91|54.55
"Administración del Sistema Portuario Nacional Puerto Vallarta, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|5|5|28373983.18|97.09|45.45
"Administración del Sistema Portuario Nacional Puerto Vallarta, S.A. de C.V."|"2023"|"direct"|"Adjudicación directa"|46|46|12740286.222865|100|100
"Administración del Sistema Portuario Nacional Tampico, S.A. de C.V."|"2021"|"open"|"Licitación abierta"|1|1|3072420|100|100
"Administración del Sistema Portuario Nacional Tampico, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|4|4|917000|1.15|50
"Administración del Sistema Portuario Nacional Tampico, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|1|1|74922834.25|94.33|12.5
"Administración del Sistema Portuario Nacional Tampico, S.A. de C.V."|"2022"|"selective"|"Invitación a 3 o más"|3|3|3582448.28|4.51|37.5
"Administración del Sistema Portuario Nacional Tampico, S.A. de C.V."|"2023"|"direct"|"Adjudicación directa"|2|2|1308510.56|100|100
"Administración del Sistema Portuario Nacional Topolobampo, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|14|14|8786684.4|3.39|46.67
"Administración del Sistema Portuario Nacional Topolobampo, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|11|12|246756433.28|95.22|40
"Administración del Sistema Portuario Nacional Topolobampo, S.A. de C.V."|"2022"|"selective"|"Invitación a 3 o más"|4|4|3598761.8600000003|1.39|13.33
"Administración del Sistema Portuario Nacional Tuxpan, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|52|52|15351046.374043|22.76|71.23
"Administración del Sistema Portuario Nacional Tuxpan, S.A. de C.V."|"2022"|"framework"|"Contrato marco"|2|2|5124469.84|7.6|2.74
"Administración del Sistema Portuario Nacional Tuxpan, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|11|11|33671664.8|49.93|15.07
"Administración del Sistema Portuario Nacional Tuxpan, S.A. de C.V."|"2022"|"selective"|"Invitación a 3 o más"|8|8|13295460.09|19.71|10.96
"Administración del Sistema Portuario Nacional Veracruz, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|99|104|384817873.6876|30.18|70.75
"Administración del Sistema Portuario Nacional Veracruz, S.A. de C.V."|"2022"|"framework"|"Contrato marco"|2|3|4314061.4768|0.34|2.04
"Administración del Sistema Portuario Nacional Veracruz, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|19|19|784891132.1|61.57|12.93
"Administración del Sistema Portuario Nacional Veracruz, S.A. de C.V."|"2022"|"selective"|"Invitación a 3 o más"|20|21|100872333.88|7.91|14.29
"Administración del Sistema Portuario Nacional Veracruz, S.A. de C.V."|"2023"|"direct"|"Adjudicación directa"|3|3|677923.4299999999|100|100
"Aeropuerto Internacional Felipe Ángeles, S.A. de C.V."|"2021"|"framework"|"Contrato marco"|2|3|2586215.417|21.88|37.5
"Aeropuerto Internacional Felipe Ángeles, S.A. de C.V."|"2021"|"open"|"Licitación abierta"|1|2|7513751.245|63.56|25
"Aeropuerto Internacional Felipe Ángeles, S.A. de C.V."|"2021"|"selective"|"Invitación a 3 o más"|3|3|1720850.8769999999|14.56|37.5
"Aeropuerto Internacional Felipe Ángeles, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|34|39|149028957.7|21.47|59.09
"Aeropuerto Internacional Felipe Ángeles, S.A. de C.V."|"2022"|"framework"|"Contrato marco"|6|7|121055484.51278001|17.44|10.61
"Aeropuerto Internacional Felipe Ángeles, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|9|11|342935704.39|49.41|16.67
"Aeropuerto Internacional Felipe Ángeles, S.A. de C.V."|"2022"|"selective"|"Invitación a 3 o más"|9|9|81008241.29|11.67|13.64
"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V."|"2017"|"direct"|"Adjudicación directa"|25|25|1845943715.34|62.19|22.32
"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V."|"2017"|"framework"|"Contrato marco"|1|1|9906609.78|0.33|0.89
"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V."|"2017"|"open"|"Licitación abierta"|30|30|819841687.28|27.62|26.79
"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V."|"2017"|"selective"|"Invitación a 3 o más"|54|56|292627160.06|9.86|50
"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V."|"2018"|"direct"|"Adjudicación directa"|95|104|852790049.54416|43.25|52.26
"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V."|"2018"|"framework"|"Contrato marco"|1|1|13799970|0.7|0.5
